JPG,X_axis, Y_axis, Width, Height, CLASS, PNG
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-74.jpg,78,42,10,20,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_147.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-75.jpg,181,22,22,26,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_148.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-76.jpg,208,218,48,37,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_149.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-77.jpg,0,5,255,245,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_150.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-78.jpg,86,48,170,137,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_151.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-96.jpg,5,176,38,69,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_152.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-97.jpg,49,36,207,220,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_153.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-115.jpg,0,0,217,217,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_154.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-133.jpg,37,0,219,219,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_155.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-134.jpg,1,128,233,128,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_156.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-138.jpg,74,178,140,78,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_157.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-139.jpg,12,179,20,21,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_158.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-140.jpg,123,0,118,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_159.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-152.jpg,47,168,22,16,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_160.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-153.jpg,68,8,188,239,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_161.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-154.jpg,10,119,246,136,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_162.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-155.jpg,0,0,126,125,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_163.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-156.jpg,0,169,179,48,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_164.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-170.jpg,67,57,137,181,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_165.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-173.jpg,49,209,207,21,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_166.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-188.jpg,0,1,256,227,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_167.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-192.jpg,0,187,115,46,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_168.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-205.jpg,0,17,252,239,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_169.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-210.jpg,122,234,134,22,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_170.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7006-228.jpg,4,93,252,154,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_171.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-2.jpg,0,8,256,113,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_172.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-20.jpg,21,86,148,34,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_173.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-37.jpg,74,0,182,83,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_174.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-38.jpg,0,0,215,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_175.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-48.jpg,157,44,9,8,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_176.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-55.jpg,51,172,77,52,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_177.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-64.jpg,2,220,16,8,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_178.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-73.jpg,125,153,32,8,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_179.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-79.jpg,24,0,81,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_180.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-91.jpg,187,42,9,8,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_181.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-106.jpg,193,5,12,21,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_182.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-109.jpg,25,0,97,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_183.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-110.jpg,7,227,17,29,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_184.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-128.jpg,24,2,176,184,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_185.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-141.jpg,205,156,51,100,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_186.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-142.jpg,0,0,42,158,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_187.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-144.jpg,73,0,134,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_188.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-146.jpg,50,203,17,37,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_189.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-164.jpg,187,0,69,199,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_190.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-165.jpg,219,178,37,78,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_191.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-180.jpg,0,0,117,182,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_192.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-183.jpg,144,0,108,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_193.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-184.jpg,116,0,49,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_194.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-185.jpg,97,29,73,227,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_195.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-186.jpg,201,226,55,30,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_196.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-187.jpg,0,4,194,226,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_197.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-188.jpg,98,0,158,228,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_198.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-189.jpg,0,225,33,31,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_199.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-200.jpg,62,0,142,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_200.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-203.jpg,0,50,256,73,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_201.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-204.jpg,85,4,49,247,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_202.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-218.jpg,31,0,225,179,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_203.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-222.jpg,19,193,175,63,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_204.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7007-241.jpg,1,0,85,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_205.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-6.jpg,41,0,68,255,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_206.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-7.jpg,70,0,186,141,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_207.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-24.jpg,0,6,121,250,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_208.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-40.jpg,206,215,50,41,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_209.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-41.jpg,0,13,256,205,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_210.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-55.jpg,50,2,32,174,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_211.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-56.jpg,0,69,256,187,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_212.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-57.jpg,67,0,178,153,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_213.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-58.jpg,0,93,192,163,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_214.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-73.jpg,45,124,211,132,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_215.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-78.jpg,0,0,211,145,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_216.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-79.jpg,0,42,256,200,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_217.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-85.jpg,0,98,143,15,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_218.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-86.jpg,3,43,253,100,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_219.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-91.jpg,0,62,256,54,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_220.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-98.jpg,3,0,253,67,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_221.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-99.jpg,0,35,256,110,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_222.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-109.jpg,0,0,251,224,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_223.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-127.jpg,28,52,228,162,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_224.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7008-145.jpg,0,24,251,232,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_225.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-1.jpg,0,0,49,88,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_226.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-2.jpg,130,0,116,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_227.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-13.jpg,230,107,26,42,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_228.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-19.jpg,0,131,9,16,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_229.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-23.jpg,30,0,98,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_230.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-25.jpg,0,0,133,177,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_231.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-29.jpg,120,0,76,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_232.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-30.jpg,204,198,40,58,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_233.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-37.jpg,128,0,46,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_234.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-38.jpg,0,0,76,53,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_235.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-46.jpg,0,6,35,104,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_236.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-47.jpg,151,78,38,178,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_237.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-56.jpg,39,0,93,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_238.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-57.jpg,97,79,65,177,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_239.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-60.jpg,3,160,185,96,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_240.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-64.jpg,4,19,88,80,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_241.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-69.jpg,55,0,201,121,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_242.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-75.jpg,0,42,208,214,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_243.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-81.jpg,114,0,36,166,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_244.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-82.jpg,204,0,29,32,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_245.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-91.jpg,38,197,36,59,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_246.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-92.jpg,72,0,49,110,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_247.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-93.jpg,4,219,38,37,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_248.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-94.jpg,209,7,14,66,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_249.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-95.jpg,186,55,17,60,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_250.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-96.jpg,227,176,26,52,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_251.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-97.jpg,0,0,256,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_252.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-98.jpg,0,44,256,207,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_253.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-108.jpg,0,203,256,50,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_254.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-113.jpg,0,76,253,153,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_255.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-114.jpg,188,150,68,51,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_256.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-119.jpg,122,0,128,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_257.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-121.jpg,3,0,252,211,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_258.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-122.jpg,99,178,155,76,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_259.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-132.jpg,2,167,130,89,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_260.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-139.jpg,94,1,41,39,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_261.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-140.jpg,43,16,68,240,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_262.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-150.jpg,136,39,73,77,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_263.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-154.jpg,34,0,24,133,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_264.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-161.jpg,0,195,46,58,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_265.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-167.jpg,200,59,32,110,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_266.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-168.jpg,110,238,28,18,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_267.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-185.jpg,41,219,48,37,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_268.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-186.jpg,18,35,222,161,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_269.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-202.jpg,6,221,36,26,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_270.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-203.jpg,95,15,161,241,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_271.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-220.jpg,2,192,204,61,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_272.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7009-238.jpg,15,0,218,254,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_273.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-6.jpg,245,38,6,9,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_274.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-16.jpg,80,0,93,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_275.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-17.jpg,51,0,188,242,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_276.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-24.jpg,3,44,38,46,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_277.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-25.jpg,103,0,71,256,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_278.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-34.jpg,117,195,139,32,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_279.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-42.jpg,0,206,256,48,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_280.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-43.jpg,128,168,53,12,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_281.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-44.jpg,0,151,256,98,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_282.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-52.jpg,0,29,256,156,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_283.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-60.jpg,0,0,256,181,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_284.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-62.jpg,0,177,96,79,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_285.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-63.jpg,218,235,27,21,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_286.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-68.jpg,5,120,227,86,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_287.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-69.jpg,172,169,84,75,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_288.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-78.jpg,0,75,256,99,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_289.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-81.jpg,0,58,48,40,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_290.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-82.jpg,93,0,159,93,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_291.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-85.jpg,11,0,213,154,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_292.png
C:\Users\USER\Downloads\SDNET2018\Dosun\Crack\7010-86.jpg,2,76,112,180,crack,C:\Users\USER\Downloads\SDNET2018\Dosun\PixelLabelDatadosun\Label_293.png
